246,Brotherman: The Odyssey of Black Men in America--an Anthology,Robert Allen,9.78E+12,345383176,$1.99 ,Paperback,Random House Publishing Group,Jan-96,Reprint,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, American Literature Anthologies",,960
247,Literary Journalism: A New Collection of the Best American Nonfiction,Mark Kramer,9.78E+12,345382226,$10.98 ,Paperback,Random House Publishing Group,May-95,1,"Journalism - Collections & History, American Essays, American Literature Anthologies, Journalism - General & Miscellaneous",,480
248,Americans in Paris: A Literary Anthology,Adam Gopnik,9.78E+12,1931082561,$35.00 ,Hardcover,Library of America,4-Mar,,"Europe - Travel Essays & Descriptions, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Cities of Europe - Travel, France - Travel, Travel - Cities of Europe",,650
249,Uncle Remus: His Songs and His Sayings,Joel Chandler Harris,9.78E+12,140390146,$13.98 ,Paperback,Penguin Group (USA),Sep-82,,"North American Folklore & Mythology, African Americans - General & Miscellaneous, American Fiction & Literature Classics, African Americans - Folklore & Mythology, Literary Styles & Movements - Fiction",,224
250,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,Craft,9.78E+12,820321044,$2.99 ,Paperback,University of Georgia Press,Apr-99,,"Slavery - Social Sciences, Historical Biography - United States - 19th Century, African Americans - General & Miscellaneous, African Diaspora (outside U.S.) - Slavery, Slavery & Abolitionism - African American History, Historical Figures - Women's Biograp",,152
251,If I Had My Life to Live Over,Sandra Martz,9.78E+12,918949254,$1.99 ,Hardcover,Moyer Bell,10-Jan,,"Women Authors - Literature Anthologies, American Literature Anthologies",,205
252,Postmodern American Poetry: A Norton Anthology,Paul Hoover,9.78E+12,393310906,$29.95 ,Paperback,"Norton, W. W. & Company, Inc.",May-94,,"Poetry, American",,
253,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,9.78E+12,1400033217,$14.22 ,Paperback,Knopf Doubleday Publishing Group,3-Dec,Revised,"Women Authors - Literature Anthologies, Natural Literature & History, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,496
254,The Lincoln Anthology: Great Writers on His Life and Legacy from 1860 to Now,Harold Holzer,9.78E+12,159853033X,$27.10 ,Hardcover,Library of America,8-Dec,,"United States History - Reference, Presidents of the United States - Biography, U.S. Politics & Government - 19th Century, 19th Century American History - Politics & Government - Presidents, American Literature Anthologies, Union - Civil War History",,800
255,"Halloween Reader: Poems, Stories, and Plays from Halloweens Past",Lesley Pratt Bannatyne,9.78E+12,1589801768,$12.09 ,Paperback,"Pelican Publishing Company, Incorporated",4-Aug,New Edition,"English & Irish Literature Anthologies, American Literature Anthologies",,272
256,"American Literature (Penguin Academics Series), Vol. 1",William E. Cain,9.78E+12,321116232,$41.58 ,Paperback,Longman,4-Feb,1st Edition,American Literature Anthologies,,1392
257,Modernism: An Anthology,Lawrence Rainey,9.78E+12,631204490,$50.48 ,Paperback,"Wiley, John & Sons, Incorporated",5-Jan,1st Edition,"Modernism - Literary Movements, English & Irish Literature Anthologies, American Literature Anthologies",,1216
258,The New Anthology of American Poetry: Volume II: Modernisms: 1900-1950,Steven Gould Axelrod,9.78E+12,813531640,$32.39 ,Paperback,Rutgers University Press,5-Feb,1st Edition,"Poetry, American Literature Anthologies, Anthologies",,856
259,Infinite Divisions: An Anthology of Chicana Literature,Tey Diana Rebolledo,9.78E+12,816513848,$24.95 ,Paperback,University of Arizona Press,Jun-93,,"Women Authors - Literature Anthologies, Peoples & Cultures - American Anthologies, American Literature Anthologies",,393
260,A Hallowe'en Anthology: Literary and Historical Writings over the Centuries,Lisa Morton,9.78E+12,786436840,$21.00 ,Paperback,"McFarland & Company, Incorporated Publishers",8-Jan,,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Anthologies",,214
261,Sticks and Stones and Other Student Essays,Ruthe Thompson,9.78E+12,312596227,$14.21 ,Paperback,Bedford/St. Martin's,10-Jul,7th Edition,"American Essays, English Language Readers, American Literature Anthologies",,240
262,Women's Worlds: The Mcgraw-Hill Anthology of Women's Writing,Robyn Warhol-Down,9.78E+12,72564024,$4.00 ,Paperback,"McGraw-Hill Companies, The",7-Dec,1st Edition,"Women Authors - Literature Anthologies, English & Irish Literature Anthologies, American Literature Anthologies",,2080
263,New York Stories: The Best Writing from Four Decades of New York Magazine,Steve Fishman,9.78E+12,812979923,$14.98 ,Paperback,Random House Publishing Group,8-Sep,,"Places - Literary Anthologies, Regional American Anthologies",,624
264,The Columbia Anthology of American Poetry,Jay Parini,9.78E+12,231081227,$34.24 ,Hardcover,Columbia University Press,Jul-95,,"Poetry Anthologies, American Poetry, American Literature Anthologies",,757
265,New Playwrights: The Best Plays of 2008,Lawrence Harbison,9.78E+12,1575256185,$19.95 ,Paperback,"Smith & Kraus, Inc.",9-Feb,,"Drama Anthologies, American Drama, American Literature Anthologies",,384
266,The Jazz Poetry Anthology,Sascha Feinstein,9.78E+12,253206375,$19.34 ,Paperback,Indiana University Press,Jun-91,1,"Poetry Anthologies, Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",,320
267,New Playwrights: The Best Plays of 2006,D. L. Lepidus,9.78E+12,1575255596,$19.95 ,Paperback,"Smith & Kraus, Inc.",7-Jan,,"Drama Anthologies, American Drama, American Literature Anthologies",,393
268,The Last Best Place: A Montana Anthology,William Kittredge,9.78E+12,295969741,$26.56 ,Paperback,University of Washington Press,3-Jun,,American Literature Anthologies,,1158
269,A Place Apart: A Cape Cod Reader,Robert Finch,9.78E+12,881508594,$21.95 ,Paperback,"Countryman Press, The",9-Jun,Original,"Literary Collections, American",,
270,Prison Writings in 20th-Century America,H. Bruce Franklin,9.78E+12,140273050,$16.34 ,Paperback,Penguin Group (USA) Incorporated,Jun-98,,"Prisons & Prison Life, American Literature Anthologies",,368
271,The Color of Gratitude: And Other Spiritual Surprises,Robert Morneau,9.78E+12,1570758468,$12.74 ,Paperback,Orbis Books,9-Sep,,"Poetry, Inspirational & Religious",,168
272,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,9.78E+12,60874112,$34.95 ,Compact Disc,HarperCollins Publishers,5-Sep,Abridged,Literary Collections,,
273,Growing up Poor: A Literary Anthology,Robert Coles,9.78E+12,156584744X,$16.95 ,Paperback,"New Press, The",2-Jun,1st Edition,American Literature Anthologies,,304
274,"Drinking, Smoking and Screwing: Great Writers on Good Times",Sara Nickles,9.78E+12,811807843,$13.43 ,Paperback,Chronicle Books LLC,Aug-94,1,"Sexology & Sexual Behavior - General & Miscellaneous, Food - Sociocultural Aspects, United States History - Social Aspects, Cooking & Food History, American Literature Anthologies",,224
275,Literature and Science in the Nineteenth Century: An Anthology,Laura Otis,9.78E+12,019955465X,$13.49 ,Paperback,"Oxford University Press, USA",9-Aug,Reissue,"English & Irish Literature Anthologies, American Literature Anthologies",,624
276,"Show &amp; Tell: Writers on Writing, Sixth Edition",Dept of Creative Writing,9.78E+12,982338201,$19.95 ,Paperback,"Publishing Laboratory UNC Wilmington, The",9-Aug,6th Edition,"Literary Criticism, American",,
277,Mother California: A Story of Redemption Behind Bars,Kenneth E. Hartman,9.78E+12,1934633194,$17.20 ,Hardcover,Atlas & Co.,9-Nov,,"Penology & Correctional Studies - General & Miscellaneous, Prisoners & Accused Persons - Biography, United States Studies - General & Miscellaneous, Prisons & Prison Life, American Literature Anthologies",,208
278,"Richard Wright: Later Works (Black Boy, American Hunger, The Outsider)",Richard Wright,9.78E+12,940450674,$26.80 ,Hardcover,Library of America,Oct-91,1st Edition,"Peoples & Cultures - American Anthologies, African Americans - Fiction & Literature",,887
279,Double-Take: A Revisionist Harlem Renaissance Anthology,Venetria Patton,9.78E+12,813529301,$26.88 ,Paperback,Rutgers University Press,1-Dec,1st Edition,"Places - Literary Anthologies, Regional American Anthologies, Peoples & Cultures - American Anthologies, American Literature Anthologies, African American Art",,670
280,Hispanic-American Literature: A Brief Introduction and Anthology,Nicolas Kanellos,9.78E+12,673469565,$57.90 ,Paperback,Longman,Jan-97,1st Edition,"Latinos, American & Canadian Literature, American Literature Anthologies, Latin American & Caribbean Literature",,339
281,Nineteenth-Century American Poetry,Various,9.78E+12,140435875,$19.19 ,Paperback,Penguin Group (USA) Incorporated,Oct-96,,"Poetry Anthologies, American Poetry, American Fiction & Literature Classics, Classics By Subject, American Literature Anthologies",,496
282,The Beat Book: Writings from the Beat Generation,Anne Waldman,9.78E+12,1590304551,$15.32 ,Paperback,"Shambhala Publications, Inc.",7-Jul,Revised,American Literature Anthologies,,400
283,Beat Poets,Carmela Ciuraru,9.78E+12,375413324,$10.63 ,Hardcover,Knopf Doubleday Publishing Group,2-Jul,,"Poetry Anthologies, American Poetry, American Literature Anthologies",,256
284,Brooklyn Was Mine,Chris Knutsen,9.78E+12,1594482829,$14.94 ,Paperback,Penguin Group (USA) Incorporated,8-Jan,,"American Essays, General & Miscellaneous Essays, Places - Literary Anthologies, Regional American Anthologies, Regional Studies - Northeast & Middle Atlantic U.S., Literature Anthologies - General & Miscellaneous",,240
285,New Playwrights: The Best Plays of 2007,Lawrence Harbison,9.78E+12,157525591X,$17.05 ,Paperback,"Smith & Kraus, Inc.",8-Jul,1st Edition,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",,416
286,The Best American Erotic Poems: From 1800 to the Present,David Lehman,9.78E+12,1416537465,$14.59 ,Paperback,Simon & Schuster Adult Publishing Group,8-Feb,,"Poetry, American Literature Anthologies, Anthologies, General & Miscellaneous Poetry",,336
287,The Best of the West: An Anthology of Classic Writing from the American West,Tony Hillerman,9.78E+12,60923520,$18.28 ,Paperback,HarperCollins Publishers,Sep-92,Reprint,"Fiction, United States History - Western, Plains & Rocky Mountain Region, Americas - General & Miscellaneous History, American Literature Anthologies, United States History - General & Miscellaneous, Civilization - History, Fiction Subjects",,544
288,Atop an Underwood: Early Stories and Other Writings,Jack Kerouac,9.78E+12,140296395,$15.42 ,Paperback,Penguin Group (USA),Nov-00,,"Fiction, American Literature Anthologies",,272
289,"The African American Experience: Black History and Culture Through Speeches, Letters, Editorials, Poems, Songs, and Stories",Kai Wright,9.78E+12,1579127738,$17.44 ,Paperback,"Black Dog & Leventhal Publishers, Inc.",9-Jan,Reprint,Peoples & Cultures - American Anthologies,,720
290,Best New Poets: 50 Poems from Emerging Writers,Kim Addonizio,9.78E+12,097662964X,$11.95 ,Paperback,Samovar Press,9-Nov,,"Poetry, American Literature Anthologies, Anthologies",,158
291,Inherit the Atchafalaya,Greg Guirard,9.78E+12,1887366768,$25.90 ,Hardcover,University of Louisiana at Lafayette Press,7-Jul,,"Nature, Natural Resources",,
292,The Best American Poetry 2007,Heather McHugh,9.78E+12,743299736,$1.99 ,Paperback,Simon & Schuster Adult Publishing Group,7-Sep,,"Poetry, American Literature Anthologies, Anthologies",,192
293,The Best American Poetry 2006,Billy Collins,9.78E+12,743257596,$16.00 ,Paperback,Simon & Schuster Adult Publishing Group,6-Sep,,"Poetry, American",,
294,Tales for Little Rebels: A Collection of Radical Children's Literature,Philip Nel,9.78E+12,814757219,$23.63 ,Paperback,New York University Press,10-Mar,,"Literary Criticism - General & Miscellaneous, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Literary Reference - Books & Reading, American Literature Anthologies",,313
295,Great American Prose Poems,David Lehman,9.78E+12,743243501,$14.10 ,Paperback,Simon & Schuster Adult Publishing Group,3-Mar,,"Poetry Anthologies, American Poetry, American Literature Anthologies",,352
296,"The Literature of California, Volume 1: Native American Beginnings to 1945",Jack Hicks,9.78E+12,520222121,$32.95 ,Paperback,University of California Press,Dec-00,1,"Regional American Anthologies, American Literature - Regional Literature - Literary Criticism",,653
297,American Food Writing: An Anthology with Classic Recipes,Molly O'Neill,9.78E+12,1598530054,$27.06 ,Hardcover,Library of America,7-Apr,,"Cooking Essays, Cooking - General & Miscellaneous, American Literature Anthologies",,700
298,Essential Saroyan,William Saroyan,9.78E+12,1597140015,$11.57 ,Paperback,Heyday Books,5-Apr,,Regional American Anthologies,,192
299,No Walls of Stone: An Anthology of Literature by Deaf and Hard of Hearing Writers,Jill Jepson,9.78E+12,156368019X,$33.50 ,Hardcover,Gallaudet University Press,2-Jan,,American Literature Anthologies,,232
300,"Pioneers of the Black Atlantic: Five Slave Narratives from the Enlightenment, 1772-1815",Henry Louis Gates Jr.,9.78E+12,1887178988,$26.00 ,Paperback,Basic Civitas Books,Nov-98,,"United States History - African American History, African American History, African Diaspora History, Social Sciences - General & Miscellaneous, American Literature Anthologies, Peoples & Cultures - Biography, Historical Biography - United States, General",1300L,656
301,Riding Low on Streets of Gold,Judith Ortiz Cofer,9.78E+12,1558853804,$13.90 ,Paperback,Arte Publico Press,3-Nov,New Edition,"American Literature Anthologies, Teens - Poetry, Drama & Literary Criticism, Teen Fiction",,192
302,Fire and Ink: An Anthology of Social Action Writing,Frances Payne Adler,9.78E+12,816527938,$19.43 ,Paperback,University of Arizona Press,9-Oct,New Edition,"Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,448
303,"New York Nocturne: The City After Dark in Literature, Painting, and Photography, 1850-1950",William Chapman Sharpe,9.78E+12,691133247,$35.20 ,Hardcover,Princeton University Press,8-Oct,,"General & Miscellaneous Photography, Places - Literary Anthologies, Regional American Anthologies, New York City - History, U.S. Travel Photography - Mid-Atlantic, Landscapes & Places in Art",,456
304,Poets of World War II,Various,9.78E+12,1931082332,$17.71 ,Hardcover,Library of America,2-Jul,,"Poetry Anthologies, War Poetry, American Poetry, American Literature Anthologies",,262
305,Voices from the Harlem Renaissance,Nathan Irvin Huggins,9.78E+12,195093607,$23.05 ,Paperback,"Oxford University Press, USA",Jan-95,Reprint,"General & Miscellaneous American Art, Places - Literary Anthologies, Regional American Anthologies, African American Regional History - Northeastern & Mid-Atlantic States, Peoples & Cultures - American Anthologies, Literary Movements - General & Miscellan",,448
306,A Loving Voice II: A Caregiver's Book of More Read-Aloud Stories for the Elderly,Carolyn Banks,9.78E+12,091478370X,$23.95 ,Paperback,Charles Press Publishers PA,Jul-94,New Edition,"Poetry - General & Miscellaneous, American Literature Anthologies",,292
307,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,William Craft,9.78E+12,080712320X,,Paperback,Louisiana State University Press,Feb-99,REPRINT,"Biographies &amp; Autobiographies, General",,
308,Motherland: Writings by Irish American Women about Mothers and Daughters,Caledonia Kearns,9.78E+12,688175864,$13.95 ,Paperback,HarperCollins Publishers,Apr-00,,"Family - Assorted Topics, American Literature Anthologies, General & Miscellaneous Literature Anthologies",,276
309,The Lowell Offering: Writings by New England Mill Women (1840-1845),Benita Eisler,9.78E+12,393316858,$15.95 ,Paperback,"Norton, W. W. & Company, Inc.",Dec-97,,"Social Sciences, Women's Studies",,
310,The Best American Poetry 2010,Amy Gerstler,9.78E+12,1439181470,,Hardcover,Simon & Schuster Adult Publishing Group,10-Sep,,Poetry,,
311,Inside Out/Outside In: Exploring American Literature,Victoria Holder,9.78E+12,395986052,$32.33 ,Hardcover,Cengage Learning,5-Jul,1st Edition,"English Language Readers, United States - Civilization, American Literature Anthologies, ESL (English as a Second Language) - Reference",,360
312,Glencoe Literature: American Literature: The Reader's Choice,Jeffrey D. Wilhelm,9.78E+12,78454816,$111.18 ,Hardcover,"McGraw-Hill Companies, The",6-Jan,Student,"20th Century American Literature - General & Miscellaneous - Literary Criticism, 19th Century American Literature - Literary Criticism, American Literature Anthologies",,1351
313,Transcendentalism: A Reader,Joel Myerson,9.78E+12,195122135,$45.45 ,Paperback,"Oxford University Press, USA",Dec-00,1st Edition,"Regional American Anthologies, American Literature Anthologies",,752
314,The Best American Short Stories 2002,Sue Miller,9.78E+12,618131736,$21.20 ,Paperback,Houghton Mifflin Harcourt,2-Oct,None,"American Fiction, Short Story Collections (Single Author), Short Story Anthologies, American Literature Anthologies",,402
315,A Loving Voice: A Caregiver's Book of Read-Aloud Stories for the Elderly,Carolyn Banks,9.78E+12,914783599,$23.93 ,Paperback,Charles Press Publishers PA,Jan-92,,"Poetry - General & Miscellaneous, American Literature Anthologies",,320
316,Hispanic Caribbean Literature of Migration: Narratives of Displacement,Vanessa Y. P&#233;rez Rosario,9.78E+12,230620655,$85.00 ,Hardcover,Palgrave Macmillan,10-Jun,,"Social Sciences, General",,
317,American Political Plays after 9/11,Allan Havis,9.78E+12,809329549,$14.94 ,Paperback,Southern Illinois University Press,10-Jun,,"Drama Anthologies, American Drama, Political & Social Issues - Drama, American Literature Anthologies",,304
318,"Best Plays of the Early American Theatre, 1787-1911",John Gassner,9.78E+12,486410986,$14.46 ,Paperback,Dover Publications,Jun-00,Unabridged,"Drama Anthologies, American Drama, American Literature Anthologies",,784
319,"Glances Backward: An Anthology of American Homosexual Writing, 1830-1920",James J. Gifford,9.78E+12,1551117282,$34.06 ,Paperback,Broadview Press,6-Sep,1st Edition,"Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies, American Literature Anthologies",,388
320,"American Poetry: The Nineteenth Century (Melville to Stickney, American Indian Poetry, Folk Songs and Spirituals) (Library of America), Vol. 2",Various,9.78E+12,094045078X,$35.00 ,Hardcover,Library of America,Sep-93,1st Edition,"Literary Collections, English, Irish, Scottish, Welsh",,
321,Deaf Way II Anthology: A Literary Collection of Deaf and Hard of Hearing Writers,Tonya M. Stremlau,9.78E+12,1563681277,$22.95 ,Paperback,Gallaudet University Press,2-Jun,,"Peoples & Cultures - American Anthologies, American Literature Anthologies",,208
322,American Short Story and Its Writer: An Anthology,Ann Charters,9.78E+12,312191766,$78.10 ,Paperback,Bedford/St. Martin's,Aug-99,1st Edition,"Short Story Anthologies, American Literature Anthologies",,1495
323,Orpheus and Company: Contemporary Poems on Greek Mythology,Deborah De Nicola,9.78E+12,874519187,$26.69 ,Paperback,University Press of New England,Apr-99,1st Edition,"Poetry Anthologies, Poetry - General & Miscellaneous, American Poetry, English Poetry, Greco-Roman Folklore & Mythology, English & Irish Literature Anthologies, American Literature Anthologies",,356
324,Poems That Live Forever,Hazel Felleman,9.78E+12,385003587,$18.55 ,Hardcover,Knopf Doubleday Publishing Group,Jun-65,,"Poetry Anthologies, American Poetry, American Literature Anthologies, Inspirational & Religious Poetry - General & Miscellaneous",,480
325,The Best American Nonrequired Reading 2008,Dave Eggers,9.78E+12,061890283X,$13.48 ,Paperback,Houghton Mifflin Harcourt,8-Oct,None,"Short Story Anthologies, American Literature Anthologies",,400
326,American Negro Poetry,Arna Bontemps,9.78E+12,809015641,$17.47 ,Paperback,"Farrar, Straus and Giroux",Dec-95,Reissue,"Poetry, American Literature Anthologies, Anthologies",,256
327,Paradise Road: Jack Kerouac's Lost Highway and My Search for America,Jay Atkinson,9.78E+12,470237694,$20.10 ,Hardcover,"Wiley, John & Sons, Incorporated",10-Mar,1,"20th Century American Literature - Post WWII - Literary Criticism, U.S. Authors - 20th Century - Literary Biography, General & Miscellaneous Americas History, American Literature Anthologies, General & Miscellaneous Literary Biography",,272
328,The Black Woman: An Anthology,Toni Cade Bambara,9.78E+12,743476972,$16.02 ,Paperback,Simon & Schuster Adult Publishing Group,5-Mar,Reprint,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous",,352
329,Thom Pain (based on nothing),Will Eno,9.78E+12,1559362758,$13.95 ,Paperback,Theatre Communications Group,5-Apr,,"Drama, American",,
330,American Fantastic Tales: Terror and the Uncanny from Poe to the Pulps,Peter Straub,9.78E+12,159853047X,$33.77 ,Hardcover,Library of America,9-Oct,,"Fiction, American Literature Anthologies, Fiction Subjects",,750
331,100 Poems by 100 Poets,Harold Pinter,9.78E+12,802132790,$13.50 ,Paperback,"Grove/Atlantic, Inc.",Jan-94,Reprint,"Poetry, American Literature Anthologies, Anthologies, English, Irish, & Scottish Poetry",,176
332,"Chocolate Thoughts: Short Stories, Essays and Poetry from the Hearts and Minds of Real Black Men",S. James Guitard,9.78E+12,1929642377,,Paperback,Literally Speaking Pub House,6-May,,,,
333,Oxford Anthology of African American Poetry,Arnold Rampersad,9.78E+12,195125630,$27.47 ,Hardcover,"Oxford University Press, USA",5-Oct,New Edition,"Poetry Anthologies, American Poetry, American Literature Anthologies",,464
334,"Freedom in This Village: Twenty-Five Years of Black Gay Men's Writing, 1979 to the Present",E. Lynn Harris,9.78E+12,786713879,$15.15 ,Paperback,Da Capo Press,4-Sep,,"Fiction, American Literature Anthologies, Anthologies, Gay & Lesbian Studies, Fiction Subjects, Peoples & Cultures - Fiction",,459
335,Bandana Republic: A Literary Anthology by Gang Members and Their Affliliates,Louis Reyes Rivera,9.78E+12,1593761945,$16.95 ,Paperback,"Soft Skull Press, Inc.",8-May,,"Settings & Atmosphere - Fiction, American Literature Anthologies",,288
336,The Civil Rights Reader: American Literature from Jim Crow to Reconciliation,Julie Buckner Armstrong,9.78E+12,820332259,$23.70 ,Paperback,University of Georgia Press,9-Jan,New Edition,"Peoples & Cultures - American Anthologies, American Literature Anthologies",,392
337,American Sonnets: An Anthology,David Bromwich,9.78E+12,1598530151,$20.00 ,Hardcover,Library of America,7-Oct,,"Poetry, American",,224
338,Voices in First Person: Reflections on Latino Identity,Lori Marie Carlson,9.78E+12,1416906355,$13.80 ,Hardcover,Simon & Schuster Children's Publishing,8-Aug,,American Literature Anthologies,,96
339,Montana Women Writers: A Geography of the Heart,Farcountry Press,9.78E+12,1560373792,$18.95 ,Paperback,Farcountry Press,6-Oct,,"Women Authors - Literature Anthologies, Regional American Anthologies, American Literature - Regional Literature - Literary Criticism, American Literature Anthologies",,395
340,81 Famous Poems,Alexander Scourby,9.78E+12,945353820,$24.95 ,Compact Disc,AudioGO,Aug-93,2 CDs,Literary Collections,,
341,Califauna: A Literary Field Guide,Terry Beers,9.78E+12,159714049X,$21.29 ,Paperback,Heyday Books,7-Apr,,"Animals - General, Nature, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Plants & Fungi",,464
342,Thousand and One Afternoons in Chicago,Ben Hecht,9.78E+12,226322742,,Paperback,University of Chicago Press,9-Jun,,Literary Collections,,
343,Philadelphia Stories: America's Literature of Race and Freedom,Samuel Otter,9.78E+12,195395921,$29.95 ,Hardcover,"Oxford University Press, USA",10-Apr,,Literary Collections,,
344,"Voices of Black America: Historical Recordings of Poetry, Humor and Drama, 1908-1947",Washington,9.79E+12,962634248X,$17.98 ,Compact Disc,Naxos Audiobooks,2-Feb,Large Type,Literary Collections,,
345,The Wind Shifts: New Latino Poetry,Francisco Arag&#243;n,9.78E+12,816524939,$18.95 ,Paperback,University of Arizona Press,7-Apr,1st Edition,"Poetry Anthologies, American Poetry, American Literature Anthologies",,266
346,Slamma Lamma Ding Dong: An Anthology by Nebraska's Slam Poets,J. M. Huscher,9.78E+12,595362974,$11.95 ,Paperback,"iUniverse, Incorporated",5-Jul,,"Poetry Anthologies, Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",,126
347,Shadowed Dreams: Women's Poetry of the Harlem Renaissance,Maureen Honey,9.78E+12,813538866,$21.99 ,Paperback,Rutgers University Press,6-Oct,2nd Edition,Literary Collections,,374
348,"Appalachia Inside Out: Conflict and Change, Vol. 1",Robert J. Higgs,9.78E+12,870498746,$18.00 ,Paperback,University of Tennessee Press,Mar-95,1st Edition,"Regional American Anthologies, United States - Civilization, Southern Region - History - General & Miscellaneous",,376
349,Writing Los Angeles: A Literary Anthology,David L. Ulin,9.78E+12,1931082278,$38.60 ,Hardcover,Library of America,2-Sep,,"American Literature Anthologies, Fiction Subjects",,880
350,On Grandma's Porch: Stories and True Facts about Growing up Southern in the Good Old Days,Sandra Chastain,9.78E+12,976876027,$14.49 ,Paperback,"BelleBooks, Incorporated",7-Jun,,"Short Story Anthologies, Regional American Anthologies",,249
351,Tuscany in Mind,Alice Leccese Powers,9.78E+12,1400076757,$11.42 ,Paperback,Knopf Doubleday Publishing Group,5-May,,"Northern Italy - Tuscany - Travel, Italy - Travel Essays & Descriptions, English & Irish Literature Anthologies, American Literature Anthologies",,400
352,Don't Squat With Yer Spurs On!: A Cowboy's Guide to Life,Texas Bix Bender,9.78E+12,879054700,$7.99 ,Paperback,"Smith, Gibbs Publisher",Oct-00,,"Fiction, Humorous",,
353,Love and Marriage in Early African America,Frances Smith Foster,9.78E+12,1555536778,$4.15 ,Paperback,Northeastern University Press,7-Dec,New Edition,"Marriage, Peoples & Cultures - American Anthologies, Family - Literary Anthologies, Literature Anthologies - General & Miscellaneous",,360
354,"Twenty One-Acts from the Twenty Years at the Humana Festival, 1975-1995",Michele Volansky,9.78E+12,1880399989,$16.53 ,Paperback,"Smith & Kraus, Inc.",Dec-95,1st Edition,"Drama Anthologies, American Drama, American Literature Anthologies",,416
355,American Austen: The Forgotten Writing of Agnes Repplier,Agnes Repplier,9.78E+12,1933859865,$24.00 ,Hardcover,ISI Books,9-May,1,American Literature Anthologies,,450
356,American Gothic: An Anthology 1787-1916 (Blackwell Anthologies Series),Crow,9.78E+12,631206523,$61.43 ,Paperback,"Wiley, John & Sons, Incorporated",Jun-99,1st Edition,"American & Canadian Literature, American Literature Anthologies, General & Miscellaneous Literature Anthologies, General & Miscellaneous Literary Criticism, Unexplained Phenomena, Literary Movements",,496
357,The Best American Poetry 2009,David Wagoner,9.78E+12,743299760,$35.00 ,Hardcover,Simon & Schuster Adult Publishing Group,9-Sep,,"Poetry, Anthologies (multiple authors)",,
358,Bold Words: A Century of Asian American Writing,Rajini Srikanth,9.78E+12,813529662,$27.37 ,Paperback,Rutgers University Press,1-Jan,1st Edition,"American Literature Anthologies, United States Studies, Asians & Asian Americans - Biography, Ethnic & Minority Studies - United States, Asian American Studies",,480
359,Another Way to Dance: Contemporqary Asian Poetry from Canada and the United States,Cyril Dabydeen,9.78E+12,920661599,$19.95 ,Paperback,T S A R Publications,Jan-96,,"Poetry, American Literature Anthologies, Anthologies",,272
360,The Best American Poetry 2003,Yusef Komunyakaa,9.78E+12,743203887,$15.05 ,Paperback,Simon & Schuster Adult Publishing Group,3-Aug,,"Poetry Anthologies, American Poetry, American Literature Anthologies",,256
361,Plays and Playwrights 2002,Martin Denton,9.78E+12,967023432,$15.00 ,Paperback,"New York Theatre Experience, Incorporated, The",2-Jan,,"Drama Anthologies, American Drama, American Literature Anthologies",,350
362,"Why Freedom Matters: The Spirit of the Declaration of Independence in Prose, Poetry, and Song from 1776 to the Present",Daniel Katz,9.78E+12,761131655,$14.35 ,Paperback,"Workman Publishing Company, Inc.",3-Sep,,"American Poetry, U.S. Politics & Government - 1607 - 1811, Scores & Songbooks - General & Miscellaneous, American Revolution - Politics & Government, United States History - General & Miscellaneous, American Literature Anthologies, U.S. Politics & Governm",,400
363,The Best American Short Plays 2006-2007,Barbara Parisi,9.78E+12,1557837473,$34.99 ,Hardcover,Applause Theatre Book Publishers,10-Jun,,"Performing Arts, Reference",,
364,Forced Passages: Imprisoned Radical Intellectuals and the U.S. Prison Regime,Dylan Rodriguez,9.78E+12,816645612,$22.50 ,Paperback,University of Minnesota Press,6-Jan,1,"Penology & Correctional Studies - General & Miscellaneous, Political Activism & Social Action, Prisons & Prison Life, Radical Thought, American Literature Anthologies",,288
365,Selected Works,Ralph Waldo Emerson,9.78E+12,395980755,$26.01 ,Paperback,Cengage Learning,2-Apr,1st Edition,"American Essays, Women Authors - American (U.S.) - Literary Criticism, Feminism - History, 19th Century American Literature - Literary Criticism, American Literature Anthologies",,504
366,Getting Home Alive,Aurora Levins Morales,9.78E+12,932379192,$1.99 ,Paperback,Firebrand Books,Dec-86,,"Puerto Ricans - General & Miscellaneous, Women Authors - Literature Anthologies, Puerto Ricans - Life in America, Peoples & Cultures - American Anthologies, Feminism & Feminist Theory, Literature Anthologies - General & Miscellaneous, Jewish Literature An",,213
